Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi,Sentimen
"Yang memberikan bintang dibawah 4 saya rasa tidak pantas/ tidak etis... Ini bukan aplikasi komersil, bukan untuk menguntungkan perusahaan / instansi, melainkan memberikan kita informasi yg aktual, kalau2 pun ternyata informasi telat wajar, berikan saran/kritik (wajar), kalo memberikan bintang 4 kebawah lumukegile, sintinglu... emang lukata ini BMKG departemen bikinan bapakluu... Terima kasih BMKG dengan adanya aplikasi ini.",Rizki Nur Fahmi,5,2022-01-14 09:38:59,InfoBMKG,Positif
Kabar cepat kabar bagus,Yaya Subrata,5,2022-01-14 09:30:45,InfoBMKG,Positif
Mohon ditingkatkan lagi untuk kedepannya,didink joedj,5,2022-01-14 09:24:31,InfoBMKG,Positif
Bagus,Verry Junanta,5,2022-01-14 09:21:57,InfoBMKG,Positif
Barusan gempa langsung ada notif🗿,Daniel Purba,5,2022-01-14 09:21:53,InfoBMKG,Positif
Tempat ku baru saja gempa kecil tapi belum ada berita di mana letak nya,AI M,5,2022-01-14 09:19:52,InfoBMKG,Positif
Up-to-date banget informasinya terima kasih atas info yang disampaikan sangat membantu dalam menghadapi bencana,Tri Dharma,5,2022-01-14 09:19:35,InfoBMKG,Positif
"Saya baru saja merasakan gempa, 14 Januari 2022, terjadi di Banten... Saya tinggal di Sukabumi jadi nya kerasa",Chelsea Abel,5,2022-01-14 09:17:59,InfoBMKG,Positif
Sangat membantu.,Ahmad saepudin,5,2022-01-14 09:16:42,InfoBMKG,Positif
Lamban! Sudah selesai gempanya baru muncul notif,Wisnu Dirgantara,1,2022-01-14 09:14:07,InfoBMKG,Negatif
Membantu sangat,Muhammad Islam,5,2022-01-14 09:08:59,InfoBMKG,Positif
Bagus,WAYAN SUDIARSA,5,2022-01-14 05:13:53,InfoBMKG,Positif
Tob,Rudolf Rismanly Salakparang,4,2022-01-13 13:16:02,InfoBMKG,Positif
"Yth. BMKG di Tempat. Saya mohon perbaikan untuk info peringatan dini cuaca. Kalau untuk peringatan dini Gempa selalu muncul Notifikasi, akan tetapi untuk peringatan dini cuaca tidak muncul dinotifikasi saya menggunakan android 6.0.1. Untuk di situs WEB Himawari-8 RDCA tidak terupdate. Terima kasih.",Regi Wirata,1,2022-01-12 13:10:09,InfoBMKG,Negatif
Mantap saya bisa tahu cuaca gempa dll,Azka_ars,5,2022-01-12 11:38:33,InfoBMKG,Positif
Aplikasi yang sangat membantu untuk pelaku pertanian,Roni Wibiharto,5,2022-01-10 23:51:20,InfoBMKG,Positif
"PRAKIRAAN.. SESUAI DENGAN NAMANYA.. DI RADAR BERAWAN, NYATANYA HUJAN..",Johanes Octiandi,1,2022-01-10 16:19:33,InfoBMKG,Negatif
"Barusan 10 Januari, mlm ini ada gempa barat daya Garut Jabar, magnitudo 3,2 , kok tidak tertulis di info apliaksinya ya? Yg kmrin sore di Jabar juga tdk tertulis",Agus,3,2022-01-10 14:32:07,InfoBMKG,Netral
Selalu telat update kalo ada gempa bumi,Diana Fares,1,2022-01-10 10:45:09,InfoBMKG,Negatif
"BMKG semakin lemot,",Dwi Rofita,5,2022-01-10 10:36:39,InfoBMKG,Positif
Kenapa harus seting lokasi manual?,Buggy Sama,1,2022-01-10 09:27:59,InfoBMKG,Negatif
Bagus,salim Mubarok,5,2022-01-09 12:18:10,InfoBMKG,Positif
"Baguuuussss,.......",Ulfi Ade,5,2022-01-09 11:49:17,InfoBMKG,Positif
Bagus sekali aplikasinya,Burhan Hukum,5,2022-01-08 15:49:21,InfoBMKG,Positif
Makin lama kok tidak akurat yaa.?,Riezki Mahardi,2,2022-01-08 12:50:43,InfoBMKG,Negatif
Keren,ecocentric id,5,2022-01-07 10:07:33,InfoBMKG,Positif
Info BMKG kita lbh mudah mengetahui kondisi cuaca,Datu Pangeran,5,2022-01-05 11:36:35,InfoBMKG,Positif
Di info hujan ternyata tidak gmn ni,Vera Wati,2,2022-01-05 05:59:32,InfoBMKG,Negatif
"Iya ini Saya Suka BMKG ,Untk Saya Mengetahui Keadaan Cuaca,Dsbg2,,,,Maka Dng ini Saya Mngucpkn Trimaksih Kpd Admin BMKG ,,,,,",BangMasAsXL BangMasAsXL,5,2022-01-02 06:34:22,InfoBMKG,Positif
Sangat membantu kita untuk mengetahui cuaca di negara kita masing-masing.,Gerson Dameao,5,2022-01-02 05:17:13,InfoBMKG,Positif
Kurang otomatis,Nasrul Aroel,2,2022-01-01 16:00:08,InfoBMKG,Negatif
"Okay dev , tolong cepat kirim kabar dengan kejadian yg berhubungan BMKG .",Harry Suprapto,5,2022-01-01 12:52:03,InfoBMKG,Positif
Bguss tpii seandainya ada alarm pastii okee,Hendryee Ganteng,5,2022-01-01 10:54:31,InfoBMKG,Positif
Mantap saya suka bangat..,Julio M. Correia,5,2022-01-01 02:51:50,InfoBMKG,Positif
Ok lah,Suge Suge,5,2024-11-13 21:59:37,Weawow,Positif
Mantaaap,Edison Edison,5,2024-11-11 05:29:37,Weawow,Positif
Aplikasi bagus tidak ada iklan dan prediksi cuaca cukup akurat,SYAMSUDDIN,5,2024-11-08 07:06:30,Weawow,Positif
Sangat bagus,Huawei Harmony,5,2024-11-08 00:15:56,Weawow,Positif
sangat membantu dan akurat,Agus Suryadi,5,2024-11-07 14:19:04,Weawow,Positif
"Terima kasih,jangn sampai pakai iklan ya tanpa iklan juga sudah bagus, jangan sampai dikomplain orang yang menggunakan aplikasi ini juga",Nurjanah Arya,5,2024-11-01 07:04:35,Weawow,Positif
Bagus,Purwo Agus Sucipto,5,2024-10-28 01:03:58,Weawow,Positif
Aplikasi cuaca terlengkap dan gratis,idul albert,5,2024-10-26 01:29:43,Weawow,Positif
"Seperti nya akurat, dari yg sebelah",Gaming Shenopati,5,2024-10-24 14:59:59,Weawow,Positif
"Good apps weather so far, please add more presip for 7 hour widgets. Thanks",Sahudi,5,2024-10-19 12:46:18,Weawow,Positif
"akurasi 75%,sangat membantu terlebih tanpa iklan",Juwani Sumarsono,5,2024-10-18 06:05:10,Weawow,Positif
Mantttappp,arie momo,5,2024-10-17 14:35:05,Weawow,Positif
Good,Yusri Kamali,5,2024-10-17 00:43:57,Weawow,Positif
Waow pokoknya mantap.,Mah Mudin,5,2024-10-16 12:37:15,Weawow,Positif
Sangat membantu...bagus,Egi Saepul,5,2024-10-16 05:34:23,Weawow,Positif
"Mantap keren, real cuaca",RIZAL SONIC 45,5,2024-10-15 18:23:04,Weawow,Positif
Ok mantab tingkatkan kan lagi apk nya,Alfatih Rico,5,2024-10-14 10:23:18,Weawow,Positif
Ayo beli foto saya,Mulyadi Moli,5,2024-10-12 15:05:22,Weawow,Positif
Lebih menarik ada informasi aktifitas perkembangan foto tumbuhan atau binatang baik tercantum transparan secara penuh atau sebagian pada kondisi cuaca. Bisa juga meletakkan berupa simbol larangan kegiatan manusia yang memperburuk kondisi sumber daya yang sedang berlangsung pada berbagai negara,Hendra Wisnu Yoga,4,2024-10-10 00:24:21,Weawow,Positif
Aplikasi cuaca terbaikk❤️❤️❤️,Riski Rialdi,5,2024-10-07 08:17:45,Weawow,Positif
Mantap,Rony Santana,5,2024-10-06 09:31:10,Weawow,Positif
Mantap,Ibnu Riza,5,2024-10-04 11:21:20,Weawow,Positif
Sangat akurat daripada aplikasi sebelah,Riyadi,5,2024-10-02 11:08:44,Weawow,Positif
sangat bermanfaat ...,agus anton,5,2024-09-30 08:50:10,Weawow,Positif
Ok good,Rar Zz,5,2024-09-25 20:44:26,Weawow,Positif
Di kembangkan terus...,adifairul 07,5,2024-09-24 22:29:23,Weawow,Positif
cukup akurat,Suwarno Tono elektronic service (Suwarno),5,2024-09-24 15:16:03,Weawow,Positif
app 90% akurat 👍👍.,Mahmudi Mahmudi,5,2024-09-24 03:30:10,Weawow,Positif
mohon lebih di tingkatkan dan keakuratannya terima kasih,Jack,5,2024-09-24 03:17:18,Weawow,Positif
Bagus,Hari,5,2024-09-23 12:22:35,Weawow,Positif
Bagus dan akurat thx,denz srzy,5,2024-09-20 05:23:26,Weawow,Positif
Apl good👍👍👍,Ibnu Riza,5,2024-09-19 06:35:03,Weawow,Positif
Keren,wong biasa,5,2024-09-18 21:38:00,Weawow,Positif
Aplikasi keren tentu developernya pintar,Kristianus Pagaito,5,2024-09-18 18:20:36,Weawow,Positif
Bagus sekali aplikasi nya jadi mudah melihat cuaca,Andi Andriyansah,5,2024-09-17 01:07:10,Weawow,Positif
"Keren bgt, tanpa ada iklan.. mantap dah.",Luckman Hidayat,5,2024-09-15 14:44:33,Weawow,Positif
Easy use and have fun!,Herik Yuliyono,5,2024-09-14 10:34:10,Weawow,Positif
Terbaik di antara aplikasi sejenis,wahyu pujaswara,5,2024-09-14 02:58:23,Weawow,Positif
Aplikasi cuaca terbaik. Memberikan informasi cuaca yang lengkap dan mudah dipahami. Aplikasi ini gratis dan tanpa iklan. Mantap!,Novita KR,5,2024-09-12 17:13:04,Weawow,Positif
Oke sangat membantu,Modal Dikit,5,2024-09-12 00:39:15,Weawow,Positif
Apk mantap,Mozza Gaming,5,2024-09-11 19:36:36,Weawow,Positif
Bagus,Tekun Martono,5,2024-09-11 05:27:34,Weawow,Positif
Mantap,Ahmad Airul,5,2024-09-08 18:39:02,Weawow,Positif
👍👍,Wong Fakir,5,2024-09-08 08:43:53,Weawow,Positif
Aplikasi sangat bermanfaat akurat,Oray Sanca,5,2024-09-07 22:47:29,Weawow,Positif
gak akurat.. keterangan hujan petir faktanya panas,apit,1,2024-09-04 07:26:57,Weawow,Negatif
Alamatnya detil,Erda Edi,5,2024-08-27 11:01:17,Weawow,Positif
good,SUMARIADISAKIM,5,2024-08-22 01:20:23,Weawow,Positif
sangat membantu,Muhammad Luthfi,5,2024-08-20 15:54:02,Weawow,Positif
𝑺𝒂𝒏𝒈𝒂𝒕 𝒃𝒆𝒓𝒈𝒖𝒏𝒂 𝒖𝒏𝒕𝒖𝒌 𝒎𝒆𝒏𝒈𝒆𝒕𝒂𝒉𝒖𝒊 𝒄𝒖𝒂𝒄𝒂 𝒏 𝒔𝒖𝒉𝒖 𝒅𝒊 𝒕𝒆𝒎𝒑𝒂𝒕 𝒌𝒊𝒕𝒂,Budi Darsono,5,2024-08-20 15:11:58,Weawow,Positif
App yg bagus dan akurat,Avileno,5,2024-08-18 04:59:39,Weawow,Positif
Keren,Don Duertes,4,2024-08-17 17:29:21,Weawow,Positif
Sangat bermanfaat semoga menjadi amal kebaikan dng pahla yang berlipat,sri mulyati,5,2024-08-15 18:50:30,Weawow,Positif
Sangat berguna sekali .... Mantap sekali Q sangat suka sekali,Husen Hadi,5,2024-08-13 10:31:27,Weawow,Positif
Sangat informatif dan bagus no iklan,nanang adri,5,2024-08-12 23:53:34,Weawow,Positif
"Ok semoga manfaat dan barokah untuk semua, amminn",Mohamad Arifin,5,2024-08-09 07:36:00,Weawow,Positif
"Cukup membantu, semoga lebih ditingkatkan lagi",Asep Suhendar,5,2024-08-08 06:27:26,Weawow,Positif
sangat membantu,Mas Sukro,5,2024-08-07 06:00:04,Weawow,Positif
Mantap,Aronaldi Cypier,5,2024-08-06 13:31:17,Weawow,Positif
"ulasan jujur , ini apk bagus , bebas iklan , dan tidak menggangu kinerja hp",Galih Gege 69 Vintage Phone,5,2024-08-02 15:19:11,Weawow,Positif
Sangat akurat,Nur Hidayat,5,2024-08-02 02:28:05,Weawow,Positif
"akhirnya nemu yang lebih akurat, sangat bagus.",Adie,5,2024-07-30 12:12:57,Weawow,Positif
💪🏻,Ferry Ananda Suryadi,5,2024-07-29 13:59:42,Weawow,Positif
Nice,danis aliyuda,5,2024-07-25 16:04:02,Weawow,Positif
👍,Kiyono,5,2024-07-22 12:26:47,Weawow,Positif
"Sangat memuaskan, terimakasih",Wadaroza Turrofiaeni,5,2024-07-21 15:07:47,Weawow,Positif
Aplikasi yg sangat berguna bagi kita semua untuk mengetahui kondisi cuaca sepanjang hari.,Kus Biantoro,5,2024-07-21 13:49:51,Weawow,Positif
Oke banget,Supriyadi Radeka,3,2024-07-19 08:21:07,Weawow,Netral
Aplikasi yang akurat dengan tampilan menarik,Agus Sutiana,5,2024-07-19 02:03:42,Weawow,Positif
"Good job, Thank's for the experience, love it",Naon Cing,5,2024-07-18 07:14:37,Weawow,Positif
Tidak ada iklan. Kaau ada iklan langsung ganti bintang 1,Hailnorman,5,2024-07-17 05:11:41,Weawow,Positif
Brrguna... alhamdulillah,rachmat ari,5,2024-07-15 21:20:29,Weawow,Positif
Keren kak,Siti Nurrahmah,5,2024-07-13 15:00:10,Weawow,Positif
Bagus,Joko Joko,5,2024-07-10 22:22:33,Weawow,Positif
👌,Rahayu Ningsih,5,2024-07-09 08:36:41,Weawow,Positif
Nice,mach 2zkr,5,2024-07-08 11:51:38,Weawow,Positif
Mantap,Rahman Mappatokkong,5,2024-07-06 10:09:58,Weawow,Positif
"Good apps ,",Mali Imbon,5,2024-07-06 06:40:09,Weawow,Positif
sip mantap tp ga bisa jd walpeper,R Rohman,5,2024-07-06 05:25:07,Weawow,Positif
Wwconm Moktar,Moktar Abidin,5,2024-07-06 03:36:37,Weawow,Positif
"Akurat,gak ada iklan👍👍👍",Darman Syarief,5,2024-06-27 12:19:55,Weawow,Positif
Manntap,AMANDA PUTRI,5,2024-06-26 13:07:46,Weawow,Positif
Tapi kok bisa nyedot pulsa saya asal100ribu jd 200 rupiah,Rima Sanjaya,4,2024-06-26 09:24:28,Weawow,Positif
"Wah keren co gua suka kalo ada wignetnya apa notif nya gua langsung beli versi premium nya lah, terus gua akan kasi Bintan G ad a ★★★★★ sekali gus baguss buruan download aplikasi cuaca terbaik ini///",Anggiat Sitanggang,5,2024-06-25 07:42:26,Weawow,Positif
"Lokasi lumayan detail,sampai rt/rw tertera d apl",Dian Dian,5,2024-06-22 07:29:35,Weawow,Positif
"Keren banget, widget pun bisa pilih dari banyak ukuran",Pranoto Bawono,5,2024-06-21 19:30:33,Weawow,Positif
Mantap 👍,darmo su,5,2024-06-21 05:02:29,Weawow,Positif
Recomended,Bobby Bobby,5,2024-06-19 15:15:58,Weawow,Positif
Mantul kok ternyata,Harsoyo2012@gmail.com Harsoyo201298,5,2024-06-18 11:18:14,Weawow,Positif
Bagus,Niam Win,5,2024-06-16 18:08:53,Weawow,Positif
Aplikasi bagus,Rahman udin,5,2024-06-15 13:37:26,Weawow,Positif
Saya suka app ini...,Imam Yahya,5,2024-06-12 10:27:55,Weawow,Positif
Cuaca Dan Widget Wow Weather App Adalah Perangkat Lunak Yang Sangat Bermanfaat Itu Dapat Memberikan Ramalan Cuaca Yang Sangat Membantu Untuk Memperkirakan Kondisi Cuaca Mendatang.,Ticket Raffle,5,2024-06-11 02:20:01,Weawow,Positif
Very useful and accurate thank you,Pharani Wijaya,5,2024-06-05 18:00:44,Weawow,Positif
Saran saya yang mau apk ini mohon download ya karena bagus ada widget update cuaca yang baik pliss ya dan fasilitas apk ini sangat bagus banyak manfaat download apk ini makasih ya developer😀🙏🙏🙏👍👍👍👍😁😁👍👍,Indra AjaSanjaya,5,2024-06-04 06:42:40,Weawow,Positif
Top,Rosmiati,5,2024-06-03 16:57:53,Weawow,Positif
Saya Puas,Bremansyah Nuna,5,2024-06-03 11:11:38,Weawow,Positif
"Aplikasi ringan fast respon, dan yang penting ga ada iklan (untuk saat ini)",Hary Haryanto,5,2024-06-02 23:06:56,Weawow,Positif
Ringan,Sony Dwiasmoro Putra,5,2024-05-29 22:57:53,Weawow,Positif
the bestttt!!!.,Yos Ngr,5,2024-05-23 13:12:56,Weawow,Positif
coba,margasari margasari,5,2024-05-22 17:30:22,Weawow,Positif
Grafis terbaik,Rikson Icon,5,2024-05-21 05:32:30,Weawow,Positif
Good job,Mursalim,5,2024-05-12 09:51:25,Weawow,Positif
Keren cuk,Berkahe Ndalu,5,2024-05-12 01:24:23,Weawow,Positif
Ini baru bener² akurat banget perkiraan cuacanya sampai alamat rumahnya aja pas banget pokoknya ga nyesel deh ngedownloadnya,Ref Wandy,5,2024-05-06 11:45:03,Weawow,Positif
Mantap 👌,Man Cool,5,2024-05-01 14:13:52,Weawow,Positif
Not bad,Capt. Sulaiman,5,2024-04-27 09:21:24,Weawow,Positif
"Baru coba aplikasi ini,dan sesuai perkiraan ternyata cocok yang terjadi saat ini di lokasi saya,semoga kedepannya akan lebih di kembangkan lagi",haris ari,5,2024-04-23 02:15:08,Weawow,Positif
sangat bagus & bermanfaat,sumanto sunarjo,5,2024-04-21 05:20:43,Weawow,Positif
Cuaca yangsebenarnya,Pak Tukiyo,5,2024-04-19 09:09:05,Weawow,Positif
Mantap. No iklan,Mangara Mangara,5,2024-04-18 02:08:34,Weawow,Positif
Ok,Arief parasi dheso,5,2024-04-16 12:30:03,Weawow,Positif
"Akurat bermanfaat , terpenting anti iklan",Rachmad Eko Rachmawan,5,2024-04-16 01:48:54,Weawow,Positif
"Benar-benar 🆗. Betul-betul 👍. Sungguh jitu. Sangat akurat, sesuai fakta. Kami sangat puas. Terimakasih. Untuk admin, kami beri hadiah 🌟5➕.",Suharsono Suharsono,5,2024-04-13 07:16:56,Weawow,Positif
Cuaca Weawo is the best aplikasi,Mustakim,5,2024-04-13 07:13:50,Weawow,Positif
👍👍👍👍👍,Laskar Sakera,5,2024-04-11 16:22:17,Weawow,Positif
Sangat mudah dimengerti dan sangat bermanfaat,Tri Mci,5,2024-04-09 13:17:32,Weawow,Positif
Cool app for weather.,idwar alifianton,5,2024-04-08 05:20:08,Weawow,Positif
ok,Ifan Skyvers.1919,5,2024-04-06 15:48:58,Weawow,Positif
keren,Anggridian M,5,2024-04-06 12:54:11,Weawow,Positif
Bagus,Iskak Srvs,5,2024-03-31 05:25:47,Weawow,Positif
Mantap semoga akurat,Yosep Devianto,5,2024-03-28 12:47:01,Weawow,Positif
Good diskripsi lengkap👍👍👍👍👍,Sujat Priyanto,5,2024-03-27 10:14:09,Weawow,Positif
"Ringan dan akurat, dan foto background yg indah. Terima kasih banyak buat developernya.",Yusuf Dimas,5,2024-03-27 07:52:52,Weawow,Positif
Tampilan mudah dimengerti,AGUS APRIYANTO,5,2024-03-23 07:46:54,Weawow,Positif
"It's free and has no ads, pretty reliable information with lots of weather provider, please keep this app free and with un annoying ads",Sulaiman Ahmad,5,2024-03-19 12:42:47,Weawow,Positif
mantap.,CAK HAKIM,5,2024-03-18 21:43:55,Weawow,Positif
"Good app, lumayan akurat walau kadang masih meleset dalam perkiraannya tapi lumayan lah iklan juga hampir gaada Good job",Sahputra Ramadhan,5,2024-03-16 11:16:53,Weawow,Positif
"Luar biasa, namun tolong tambahkan fitur berbagi informasi cuaca terkini.",Noer Alie,5,2024-03-15 06:16:43,Weawow,Positif
Beyond expectation.. well done,setyadi arien,5,2024-03-14 11:57:59,Weawow,Positif
"Aplikasinya sangat akurat dan kita bisa mengetahui cuaca 7 hari kedepannya. Dan tidak ada iklan yang lewat tampilan juga enak dilihat, widgetnya sangat cocok sekali.",Storror Latest,5,2024-03-14 04:17:21,Weawow,Positif
good,Agus Mujabfaqni,5,2024-03-11 14:35:16,Weawow,Positif
Good job,Khafidin,5,2024-03-08 15:56:25,Weawow,Positif
Nice weather app,Nova Fabianto,5,2024-03-08 12:01:44,Weawow,Positif
Bener2 akurat. Mantab.... 👍👍👍,Nisa Alseena,5,2024-03-05 07:47:27,Weawow,Positif
Keren bagus dan bikin tau cuaca di daerah sendiri.,Boy One_u2,5,2024-03-04 08:38:46,Weawow,Positif
Bagus,Muhamad Nurul Solihin,5,2024-03-02 15:52:16,Weawow,Positif
Keren,Yarno Doank,5,2024-03-01 14:56:08,Weawow,Positif
👍👍👍👍👍,Terus Dapet,5,2024-02-26 06:02:28,Weawow,Positif
Tampilan yg sangat bagus akurat melenceng dikit wajar namanya juga prakiraan sob.. mantaap,Pandji probo,5,2024-02-22 15:40:41,Weawow,Positif
Bagus,AYU IR,5,2024-02-19 05:26:49,Weawow,Positif
"Good, i like it",Suciati Ningsih,5,2024-02-18 14:55:13,Weawow,Positif
Good aplication,Mhd Saki Martono,5,2024-02-15 01:46:14,Weawow,Positif
Bagus. Cuman skalanya masih terlalu besar buat Kecamatan. Kurang pas dikit,Isral Waris,4,2024-02-12 10:08:30,Weawow,Positif
Bintang 3 dulu belum terlalu smpurna,Suherman Herman,3,2024-02-10 06:54:33,Weawow,Netral
Toll,Ken Arock,5,2024-02-05 12:14:44,Weawow,Positif
Akurat,anto sumar,5,2024-02-03 10:05:34,Weawow,Positif
Apk nya cocok sesui & Sangat membantu 👍👍,Dendra Arfhat,5,2024-02-02 15:14:54,Weawow,Positif
Good,______,5,2024-02-01 11:56:00,Weawow,Positif
Bagus trruslah berkarya,MuLL Aja,5,2024-01-31 05:16:34,Weawow,Positif
berjalan mulus di kitkat.kek perkalian ga nyangkut mode turbo bet gede🙈,ridwan san,5,2024-01-31 04:06:58,Weawow,Positif
Aplikasi yg bebas iklan namun berkualitas,Beta Adinata,5,2024-01-31 03:08:19,Weawow,Positif
Bagus,Ujang Dahlan,4,2024-01-30 02:09:55,Weawow,Positif
Lumayan akurat,Dian Novita Sari,5,2024-01-29 22:37:26,Weawow,Positif
Bagus,Eko Suratno,5,2024-01-28 15:42:16,Weawow,Positif
"Top banget untuk didaerah Saya ,sangat akurat ,bisa jualan foto juga walau selama ini belum laku, Tpi sayangnya foto gak laku laku juga",Tarzan Ndeso,5,2024-01-28 13:47:51,Weawow,Positif
sangat membantu. akurat sekali. Trima kasih 🙏,Gusti Komang Astawan,5,2024-01-28 13:14:26,Weawow,Positif
"Aplikasi cuacanya bagus, sangat detail",Desuk Gede,5,2024-01-28 02:36:58,Weawow,Positif
terbaik,zoro shp,5,2024-01-27 11:01:17,Weawow,Positif
okee boleh,fradika 3322,5,2024-01-27 04:33:03,Weawow,Positif
memang luar biasa akurat,Tedjo Baskoro,5,2024-01-25 09:42:04,Weawow,Positif
🆗 Sangat membantu👍👍👍,Erna S,5,2024-01-25 05:37:12,Weawow,Positif
Mantap betul saya suka sekali informasi bagus tepat akurat,Agus Eko Saputro,5,2024-01-24 19:04:21,Weawow,Positif
Cukup akurat menurut saya.,Verawati Wijaya,5,2024-01-24 02:15:05,Weawow,Positif
Jos gandoss,Naufal Heriansyah,5,2024-01-23 08:07:19,Weawow,Positif
Aplikasi yang sangat bagus dengan animasi yang tidak membosankan,Asyhari Muhammad,5,2024-01-22 02:50:24,Weawow,Positif
Good,REZA Octovian,5,2024-01-20 07:48:06,Weawow,Positif
Akurat sekali,Heri dimsa,5,2024-01-19 00:47:04,Weawow,Positif
Ok,Maman Suparman,5,2024-01-17 16:43:14,Weawow,Positif
"Belum di coba Kalau memang ramalan akurat, kan kutambah bintang 5",Iwan Gunawan,2,2024-01-15 20:14:36,Weawow,Negatif
Aplikasi ini sesuai dgn kondisi cuaca yg saat ini lagi hujan lebat sejak tadi pagi. TRIms Wow cuaca & widget,Johanis Budiman,5,2024-01-14 08:01:52,Weawow,Positif
Jos,Aziz Fuad,5,2024-01-14 00:56:07,Weawow,Positif
"OK, app ini bagus banget.",Kar Jono,5,2024-01-12 20:18:31,Weawow,Positif
ok. cukup bagus muda-mudahan tetap bagus berjalan iringan waktu....,Oching Restan,5,2024-01-10 15:43:36,Weawow,Positif
Best,E.jeckstin Stin,5,2024-01-09 22:00:27,Weawow,Positif
👍,dani ahmad,5,2024-01-06 18:28:44,Weawow,Positif
Kren sekali 👍🏻👍🏻,Okky Hendrayana,5,2024-01-06 17:04:39,Weawow,Positif
Sangat membantu,Eko Prasetyo,2,2024-01-05 16:09:17,Weawow,Negatif
Bagus,Bandi Semarang,5,2024-01-04 15:48:03,Weawow,Positif
Cukup membantu dan akurat,Putra purwakarta,5,2024-01-04 08:55:22,Weawow,Positif
Oke,Saino Nino,4,2024-01-04 07:49:05,Weawow,Positif
Bagus,Dalin Februari,5,2024-01-04 06:58:24,Weawow,Positif
Suka benar,Abisofyannn Yannn,5,2024-01-03 23:59:22,Weawow,Positif
Bagus dan akurat. Trim's.,septianus b,5,2023-12-31 13:57:09,Weawow,Positif
No command 👍,Tabanan Tuakilang (ARYEF.citenk),5,2023-12-28 13:47:43,Weawow,Positif
"Paling mantap, bahkan lebih bagus dari beberapa aplikasi premium yang ada 😁",Aldi Bayu Pratama,5,2023-12-28 11:03:53,Weawow,Positif
Mantap,Tri Yono,5,2023-12-26 12:35:13,Weawow,Positif
👍👍👍,Adji dhimaz,5,2023-12-25 02:07:04,Weawow,Positif
Tidak akurat sama sekali,Rizqi _88,1,2023-12-23 14:12:15,Weawow,Negatif
Cukup membantu petani memantau cuaca......,Victorth Laiskodat,5,2023-12-22 03:39:57,Weawow,Positif
Good job... thanks to developer,Yusmin Kamaruddin,5,2023-12-20 11:24:02,Weawow,Positif
Baik,Supri Yanto,5,2023-12-18 08:29:36,Weawow,Positif
Cuba dulu,Marhadi Adi,5,2023-12-16 07:07:17,Weawow,Positif
Mantap no iklan,KP SGR,5,2023-12-11 13:44:49,Weawow,Positif
👍👍👍,Vikrian Novendri,5,2023-12-04 14:22:06,Weawow,Positif
Bagus dan akurate nama lokasi juga sesuai dengan saat ini kita berada.,Nitis Dwi,5,2023-12-04 05:35:53,Weawow,Positif
Ini baru mantap,alex sugiarto (Si Brow),5,2023-12-03 20:13:49,Weawow,Positif
Kok cuaca sekarang hujan deras padahal sekarang lagi ngga hujan lo di ngga benar ditel nya,Daffa Akbar Fadillah,1,2023-11-30 09:09:52,Weawow,Negatif
